UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Air temperature [K]_rolling_3,Process temperature [K]_rolling_3,Rotational speed [rpm]_rolling_3,Torque [Nm]_rolling_3,Tool wear [min]_rolling_3,Air temperature [K]_rolling_5,Process temperature [K]_rolling_5,Rotational speed [rpm]_rolling_5,Torque [Nm]_rolling_5,Tool wear [min]_rolling_5,Air temperature [K]_rolling_10,Process temperature [K]_rolling_10,Rotational speed [rpm]_rolling_10,Torque [Nm]_rolling_10,Tool wear [min]_rolling_10,Temperature_diff,Temperature_ratio,Power,Power_per_temp,Efficiency,Wear_rate
9903,H39316,H,298.7,309.3,1402,45.3,190,0,0,0,0,0,0,298.76666666666665,309.40000000000003,1419.3333333333333,45.400000000000006,177.66666666666666,298.75999999999993,309.48,1485.6,42.14,164.2,298.73999999999995,309.52,1545.8,40.42,120.7,10.600000000000023,1.0354871108135253,6.650324607329843,0.0215012111455863,0.0348184534415175,190.0
9921,H39334,H,298.5,308.7,1450,43.9,28,0,0,0,0,0,0,298.6333333333333,309.06666666666666,1433.6666666666667,43.833333333333336,133.33333333333334,298.71999999999997,309.3,1444.8,44.06,142.6,298.73999999999995,309.46999999999997,1534.0,40.75,119.6,10.199999999999989,1.0341708542713568,6.66544502617801,0.02159198259208944,0.22984293193717276,28.0
9923,H39336,H,298.6,308.8,1566,39.1,36,0,0,0,0,0,0,298.6,308.93333333333334,1472.6666666666667,42.76666666666667,84.66666666666667,298.67999999999995,309.14,1454.8,43.839999999999996,119.4,298.73999999999995,309.40999999999997,1554.4,40.13,117.6,10.199999999999989,1.0341594105827192,6.411581151832461,0.020762892331063668,0.173285977076553,36.0
9930,H39343,H,298.4,308.4,1479,39.2,58,0,0,0,0,0,0,298.5,308.6333333333333,1498.3333333333333,40.73333333333334,40.666666666666664,298.58000000000004,308.88,1469.2,41.96,98.8,298.71,309.29,1526.8,41.36,116.1,10.0,1.0335120643431635,6.070869109947644,0.019685048994642167,0.1028960866092821,58.0
9937,H39350,H,298.3,308.2,1534,33.2,75,0,0,0,0,0,0,298.43333333333334,308.4666666666667,1526.3333333333333,37.16666666666668,56.333333333333336,298.5,308.67999999999995,1486.2,40.14,77.4,298.64,309.12,1491.8,42.12,113.6,9.899999999999977,1.0331880657056653,5.332858638743456,0.017303240229537498,0.07016919261504548,75.0
9940,H39353,H,298.3,308.1,2636,12.8,84,0,0,0,0,0,0,298.3333333333333,308.23333333333335,1883.0,28.40000000000001,72.33333333333333,298.42,308.44,1733.0,33.64,56.2,298.59,308.96,1609.3,37.89,110.2,9.800000000000011,1.0328528327187396,3.5330680628272253,0.011467277062081224,0.041565506621496766,84.0
9971,H39384,H,298.4,308.1,1891,24.7,158,0,0,0,0,0,0,298.3333333333333,308.1333333333334,2020.3333333333333,23.566666666666674,105.66666666666667,298.4,308.32,1821.2,29.8,82.2,298.56,308.81000000000006,1633.0,36.93,112.4,9.700000000000045,1.0325067024128687,4.890858638743455,0.01587425718514591,0.030760117224801604,158.0
9972,H39385,H,298.5,308.2,1563,44.6,163,0,0,0,0,0,0,298.40000000000003,308.1333333333333,2030.0,27.366666666666674,135.0,298.38,308.2,1820.6,30.9,107.6,298.53,308.66999999999996,1637.7,37.37,113.5,9.699999999999989,1.0324958123953099,7.2994554973821995,0.02368415151648994,0.0445088749840378,163.0
9979,H39392,H,298.6,308.3,1377,52.1,181,0,0,0,0,0,0,298.5,308.2,1610.3333333333333,40.466666666666676,167.33333333333334,298.41999999999996,308.17999999999995,1800.2,33.480000000000004,132.2,298.5,308.53000000000003,1634.7,37.72,115.5,9.699999999999989,1.0324849296718017,7.5122198952879575,0.024366590643165608,0.04127593349059317,181.0
9985,H39398,H,298.7,308.4,1432,42.8,197,0,0,0,0,0,0,298.59999999999997,308.3,1457.3333333333333,46.50000000000001,180.33333333333334,298.5,308.22,1779.8,35.4,156.6,298.5,308.45,1633.0,37.769999999999996,117.0,9.699999999999989,1.0324740542350184,6.417759162303665,0.020809854611879588,0.03241292506213972,197.0
9986,H39399,H,298.7,308.5,1572,35.6,202,0,0,0,0,0,0,298.6666666666667,308.40000000000003,1460.3333333333333,43.50000000000001,193.33333333333334,298.58000000000004,308.3,1567.0,39.96,180.2,298.5,308.37,1650.0,36.8,118.2,9.800000000000011,1.032808838299297,5.860020942408378,0.018995205648001223,0.028867098238464915,202.0
9997,H39410,H,298.9,308.4,1632,31.8,17,0,0,0,0,0,0,298.76666666666665,308.43333333333334,1545.3333333333333,36.73333333333334,138.66666666666666,298.67999999999995,308.36,1515.2,41.38,152.0,298.54,308.34000000000003,1668.2,35.589999999999996,117.1,9.5,1.0317832050853128,5.434303664921466,0.017620958705971034,0.30190575916230367,17.0
9999,H39412,H,299.0,308.7,1408,48.5,25,0,0,0,0,0,0,298.8666666666666,308.5333333333333,1537.3333333333333,38.63333333333334,81.33333333333333,298.78000000000003,308.46,1484.2,42.160000000000004,124.4,298.58000000000004,308.33000000000004,1652.4,36.53,116.0,9.699999999999989,1.0324414715719064,7.150575916230366,0.023163511228475434,0.27502215062424484,25.0
2,L47181,L,298.2,308.7,1408,46.3,3,0,0,0,0,0,0,298.2,308.7,1408.0,46.3,3.0,298.2,308.7,1408.0,46.3,3.0,298.2,308.7,1408.0,46.3,3.0,10.5,1.0352112676056338,6.826219895287958,0.022112795255225002,1.7065549738219894,3.0
3,L47182,L,298.1,308.5,1498,49.4,5,0,0,0,0,0,0,298.15,308.6,1453.0,47.849999999999994,4.0,298.15,308.6,1453.0,47.849999999999994,4.0,298.15,308.6,1453.0,47.849999999999994,4.0,10.399999999999977,1.0348876216034886,7.748816753926701,0.025117720434122207,1.2914694589877835,5.0
4,L47183,L,298.2,308.6,1433,39.5,7,0,0,0,0,0,0,298.1666666666667,308.59999999999997,1446.3333333333333,45.06666666666666,5.0,298.1666666666667,308.59999999999997,1446.3333333333333,45.06666666666666,5.0,298.1666666666667,308.59999999999997,1446.3333333333333,45.06666666666666,5.0,10.400000000000034,1.034875922199866,5.927068062827225,0.01920631258207137,0.7408835078534032,7.0
5,L47184,L,298.2,308.7,1408,40.0,9,0,0,0,0,0,0,298.1666666666667,308.59999999999997,1446.3333333333333,42.96666666666667,7.0,298.175,308.625,1436.75,43.8,6.0,298.175,308.625,1436.75,43.8,6.0,10.5,1.0352112676056338,5.897382198952879,0.019103926786371492,0.589738219895288,9.0
7,L47186,L,298.1,308.6,1558,42.4,14,0,0,0,0,0,0,298.1666666666667,308.6333333333333,1466.3333333333333,40.63333333333333,10.0,298.15999999999997,308.62,1461.0,43.519999999999996,7.6,298.15999999999997,308.62,1461.0,43.519999999999996,7.6,10.5,1.0352230795035222,6.917193717277486,0.022414756050801964,0.4611462478184991,14.0
8,L47187,L,298.1,308.6,1527,40.2,16,0,0,0,0,0,0,298.1333333333334,308.6333333333333,1497.6666666666667,40.86666666666667,13.0,298.14,308.6,1484.8,42.3,10.2,298.15000000000003,308.6166666666667,1472.0,42.96666666666667,9.0,10.5,1.0352230795035222,6.42779057591623,0.020828874192858813,0.37810532799507235,16.0
15,L47194,L,298.6,309.2,2035,19.6,40,0,0,0,0,0,0,298.26666666666665,308.8,1706.6666666666667,34.06666666666666,23.333333333333332,298.24,308.74,1592.2,36.34,17.2,298.2142857142857,308.7,1552.4285714285713,39.628571428571426,13.428571428571429,10.599999999999966,1.0354989953114533,4.176544502617801,0.013507582479358996,0.10186693908823906,40.0
16,L47195,L,298.6,309.2,1542,48.4,42,0,0,0,0,0,0,298.4333333333334,309.0,1701.3333333333333,36.06666666666667,32.666666666666664,298.32000000000005,308.86,1614.0,38.120000000000005,24.2,298.2625,308.7625,1551.125,40.725,17.0,10.599999999999966,1.0354989953114533,7.814952879581152,0.02527475058079286,0.18174309022281748,42.0
22,L47201,L,298.8,309.3,1450,44.8,63,0,0,0,0,0,0,298.6666666666667,309.23333333333335,1675.6666666666667,37.6,48.333333333333336,298.44,308.98,1622.4,39.08,35.0,298.32222222222225,308.82222222222225,1539.888888888889,41.17777777777778,22.11111111111111,10.5,1.035140562248996,6.802094240837696,0.021991898612472343,0.106282722513089,63.0
24,L47203,L,299.0,309.4,1758,25.7,68,0,0,0,0,0,0,298.8,309.29999999999995,1583.3333333333333,39.63333333333333,57.666666666666664,298.62,309.14,1662.4,35.739999999999995,45.8,298.39,308.88,1561.7,39.63,26.7,10.399999999999977,1.0347826086956522,4.730952879581151,0.015290733288885429,0.06856453448668336,68.0
26,L47205,L,299.0,309.5,1861,23.3,73,0,0,0,0,0,0,298.93333333333334,309.40000000000003,1689.6666666666667,31.266666666666666,68.0,298.8,309.32,1729.2,32.36,57.2,298.47,308.96000000000004,1607.0,37.33,33.7,10.5,1.0351170568561874,4.540450261780105,0.014670275482326672,0.06135743597000142,73.0
27,L47206,L,299.1,309.5,1512,39.0,75,0,0,0,0,0,0,299.03333333333336,309.4666666666667,1710.3333333333333,29.333333333333332,72.0,298.9,309.38,1624.6,36.239999999999995,64.2,298.57,309.06000000000006,1608.4,36.29,40.7,10.399999999999977,1.0347709796054831,6.174659685863874,0.019950435172419626,0.0812455221824194,75.0
29,L47208,L,299.1,309.4,1439,44.2,82,0,0,0,0,0,0,299.06666666666666,309.46666666666664,1604.0,35.5,76.66666666666667,299.0,309.41999999999996,1604.0,35.4,72.2,298.66,309.14,1609.0,36.760000000000005,48.2,10.299999999999955,1.0344366432631225,6.660083769633508,0.021525804038893048,0.08024197312811455,82.0
30,L47209,L,299.0,309.4,1693,30.1,84,0,0,0,0,0,0,299.06666666666666,309.43333333333334,1548.0,37.76666666666667,80.33333333333333,299.04,309.43999999999994,1652.6,32.46,76.4,298.74000000000007,309.21,1637.5,35.769999999999996,55.7,10.399999999999977,1.0347826086956522,5.336052356020943,0.017246452346544743,0.06277708654142286,84.0
32,L47211,L,299.0,309.4,1798,25.5,89,0,0,0,0,0,0,299.03333333333336,309.4,1643.3333333333333,33.26666666666667,85.0,299.04,309.44,1660.6,32.42,80.6,298.83000000000004,309.29,1661.5,34.08,63.2,10.399999999999977,1.0347826086956522,4.800942408376963,0.0155169437891951,0.05334380453752181,89.0
33,L47212,L,299.0,309.4,1419,48.3,91,0,0,0,0,0,0,299.0,309.4,1636.6666666666667,34.63333333333333,88.0,299.04,309.41999999999996,1572.2,37.42,84.2,298.91999999999996,309.37,1650.7,34.89,70.7,10.399999999999977,1.0347826086956522,7.176722513089005,0.023195612518064013,0.07800785340314136,91.0
34,L47213,L,298.9,309.3,1665,32.5,93,0,0,0,0,0,0,298.96666666666664,309.3666666666666,1627.3333333333333,35.43333333333334,91.0,299.0,309.38,1602.8,36.12,87.8,298.95,309.38,1613.7,36.18,76.0,10.400000000000034,1.0347942455670793,5.6662303664921465,0.018319529151284018,0.06027904645204411,93.0
38,L47217,L,298.8,309.1,1439,39.2,104,0,0,0,0,0,0,298.90000000000003,309.2666666666667,1507.6666666666667,40.0,96.0,298.94,309.32,1602.8,35.12,92.2,298.97,309.37,1603.4,35.26,82.2,10.300000000000011,1.034471218206158,5.906680628272252,0.01910928705361453,0.05625410122164049,104.0
40,L47219,L,298.8,309.1,1350,52.5,111,0,0,0,0,0,0,298.8333333333333,309.1666666666667,1484.6666666666667,41.4,102.66666666666667,298.9,309.26000000000005,1534.2,39.6,97.6,298.96999999999997,309.35,1593.4,36.029999999999994,87.0,10.300000000000011,1.034471218206158,7.4214659685863875,0.024009919018396594,0.0662630890052356,111.0
41,L47220,L,298.8,309.1,1362,45.4,113,0,0,0,0,0,0,298.8,309.1,1383.6666666666667,45.699999999999996,109.33333333333333,298.86,309.2,1447.0,43.58,102.4,298.95,309.32,1553.8,38.0,91.5,10.300000000000011,1.034471218206158,6.474848167539267,0.020947422088447964,0.056796913750344444,113.0
42,L47221,L,298.8,309.1,1368,50.8,115,0,0,0,0,0,0,298.8,309.1,1360.0,49.56666666666666,113.0,298.82,309.14000000000004,1436.8,44.08,107.2,298.93,309.28,1504.5,40.75,95.7,10.300000000000011,1.034471218206158,7.276900523560209,0.023542221040311253,0.06273190106517422,115.0
46,L47225,L,298.8,309.1,1489,49.1,128,0,0,0,0,0,0,298.8,309.1,1406.3333333333333,48.43333333333334,118.66666666666667,298.8,309.1,1401.6,47.4,114.2,298.9,309.23999999999995,1502.2,41.760000000000005,101.0,10.300000000000011,1.034471218206158,7.655486910994766,0.0247670233290028,0.05934485977515322,128.0
48,L47227,L,298.8,309.1,1418,46.3,133,0,0,0,0,0,0,298.8,309.1,1425.0,48.73333333333333,125.33333333333333,298.8,309.1,1397.4,48.82,120.0,298.87,309.21000000000004,1500.1,41.97,106.1,10.300000000000011,1.034471218206158,6.874701570680628,0.022241027404337196,0.051303743064780805,133.0
51,L47230,L,298.9,309.1,2861,4.6,143,1,0,0,1,0,0,298.8333333333333,309.1,1922.6666666666667,33.333333333333336,134.66666666666666,298.82,309.1,1699.6,39.239999999999995,126.4,298.86,309.18,1616.9,39.42,112.0,10.200000000000045,1.0341251254600203,1.3780732984293191,0.004458341308409314,0.009569953461314716,143.0
52,L47231,L,298.9,309.1,1383,54.9,145,0,0,0,0,0,0,298.8666666666667,309.1,1887.3333333333333,35.266666666666666,140.33333333333334,298.84000000000003,309.1,1703.8,41.14,132.8,298.85,309.15,1575.4,42.36,117.6,10.200000000000045,1.0341251254600203,7.950439790575916,0.025721254579669735,0.05445506705873915,145.0
54,L47233,L,298.7,309.0,1565,35.1,152,0,0,0,0,0,0,298.8333333333333,309.06666666666666,1936.3333333333333,31.53333333333333,146.66666666666666,298.82000000000005,309.08000000000004,1743.2,38.0,140.2,298.82000000000005,309.11,1590.0,41.04,123.7,10.300000000000011,1.0344827586206897,5.751989528795812,0.01861485284399939,0.037594702802587004,152.0
55,L47234,L,298.7,309.0,1691,30.1,154,0,0,0,0,0,0,298.76666666666665,309.03333333333336,1546.3333333333333,40.03333333333334,150.33333333333334,298.8,309.06000000000006,1783.6,34.2,145.4,298.8,309.08000000000004,1592.6,40.8,129.8,10.300000000000011,1.0344827586206897,5.329748691099477,0.01724837764109863,0.034385475426448237,154.0
56,L47235,L,298.8,309.1,1512,40.7,156,0,0,0,0,0,0,298.73333333333335,309.03333333333336,1589.3333333333333,35.300000000000004,154.0,298.8,309.06000000000006,1802.4,33.08,150.0,298.8,309.08000000000004,1599.9,40.95,135.0,10.300000000000011,1.034471218206158,6.443811518324607,0.020847012353039814,0.04104338546703572,156.0
57,L47236,L,298.8,309.1,1477,42.4,158,0,0,0,0,0,0,298.76666666666665,309.06666666666666,1560.0,37.73333333333334,156.0,298.78,309.06000000000006,1525.6,40.64,153.0,298.8,309.08000000000004,1612.6,39.940000000000005,139.7,10.300000000000011,1.034471218206158,6.557570680628272,0.021215045877153903,0.041242582897033156,158.0
58,L47237,L,298.8,309.1,1513,40.3,160,0,0,0,0,0,0,298.8,309.1,1500.6666666666667,41.13333333333333,158.0,298.76,309.06000000000006,1551.6,37.72,156.0,298.8,309.08000000000004,1627.7,39.42999999999999,144.4,10.300000000000011,1.034471218206158,6.384701570680628,0.020655779911616393,0.03965653149491073,160.0
60,L47239,L,298.8,309.1,1378,54.4,165,0,0,0,0,0,0,298.8,309.1,1456.0,45.699999999999996,161.0,298.78000000000003,309.08000000000004,1514.2,41.58,158.6,298.8,309.08000000000004,1628.7,39.790000000000006,149.4,10.300000000000011,1.034471218206158,7.849549738219895,0.02539485518673534,0.047286444206143946,165.0
61,L47240,L,298.8,309.1,1393,52.6,167,0,0,0,0,0,0,298.8,309.1,1428.0,49.099999999999994,164.0,298.8,309.1,1454.6,46.08,161.2,298.8,309.08000000000004,1619.1,40.14,153.3,10.300000000000011,1.034471218206158,7.6724397905759165,0.024821869267473037,0.04566928446771379,167.0
63,L47242,L,298.8,309.0,1829,22.9,172,0,0,0,0,0,0,298.8,309.06666666666666,1533.3333333333333,43.300000000000004,168.0,298.8,309.08000000000004,1518.0,42.519999999999996,164.4,298.8,309.07,1660.2,37.8,157.2,10.199999999999989,1.034136546184739,4.385769633507853,0.014193429234653247,0.025351269557848864,172.0
65,L47244,L,299.0,309.1,1523,38.6,177,0,0,0,0,0,0,298.8666666666667,309.06666666666666,1581.6666666666667,38.03333333333333,172.0,298.84000000000003,309.08000000000004,1527.2,41.76,168.2,298.81,309.07000000000005,1526.4,41.2,160.6,10.100000000000023,1.0337792642140469,6.155790575916231,0.01991520729833785,0.034583093123124894,177.0
66,L47245,L,299.0,309.1,1394,45.1,179,0,0,0,0,0,0,298.93333333333334,309.06666666666666,1582.0,35.53333333333333,176.0,298.88,309.08000000000004,1503.4,42.72,172.0,298.82,309.07000000000005,1527.5,40.22,164.0,10.100000000000023,1.0337792642140469,6.583183246073299,0.021297907622365896,0.03657324025596277,179.0
69,L47248,L,298.8,308.9,1527,32.4,189,0,0,0,0,0,0,298.93333333333334,309.03333333333336,1481.3333333333333,38.699999999999996,181.66666666666666,298.88,309.0400000000001,1533.2,38.32,176.8,298.83000000000004,309.06000000000006,1523.7,39.95,167.7,10.099999999999966,1.03380187416332,5.180607329842932,0.016771147069740797,0.027266354367594378,189.0
70,L47249,L,298.9,309.0,1410,65.7,191,1,0,0,1,1,0,298.90000000000003,309.0,1443.6666666666667,47.73333333333333,186.33333333333334,298.9,309.02,1536.6,40.94,181.6,298.85,309.06000000000006,1495.6,43.510000000000005,171.4,10.100000000000023,1.0337905654064905,9.70020942408377,0.03139226350836172,0.05052192408376963,191.0
72,L47251,L,298.9,309.1,1452,45.5,196,0,0,0,0,0,0,298.8666666666666,309.0,1463.0,47.866666666666674,192.0,298.91999999999996,309.04,1461.2,45.46,186.4,298.86,309.06,1489.6,43.99,175.4,10.200000000000045,1.0341251254600203,6.917905759162304,0.02238080155018539,0.03511627288914875,196.0
73,L47252,L,298.9,309.1,1369,44.4,198,0,0,0,0,0,0,298.9,309.06666666666666,1410.3333333333333,51.86666666666667,195.0,298.9,309.03999999999996,1430.4,46.62,190.6,298.87,309.06,1478.8,44.19,179.4,10.200000000000045,1.0341251254600203,6.364774869109947,0.02059131306732432,0.031983793312110285,198.0
74,L47253,L,299.0,309.1,1592,35.0,200,0,0,0,0,0,0,298.93333333333334,309.1,1471.0,41.63333333333333,198.0,298.9,309.04,1470.0,44.6,194.8,298.89,309.06000000000006,1486.7,43.660000000000004,183.4,10.100000000000023,1.0337792642140469,5.83455497382199,0.018875946211006113,0.029027636685681542,200.0
75,L47254,L,298.9,309.0,1601,32.3,202,0,0,0,0,0,0,298.93333333333334,309.06666666666666,1520.6666666666667,37.23333333333333,200.0,298.91999999999996,309.06000000000006,1484.8,44.58,197.4,298.9,309.05,1509.0,41.45,187.1,10.100000000000023,1.0337905654064905,5.414900523560209,0.017523949914434334,0.02667438681556753,202.0
76,L47255,L,298.8,308.9,1379,46.7,204,0,0,0,0,0,0,298.9,309.0,1524.0,38.0,202.0,298.9,309.0400000000001,1478.6,40.779999999999994,200.0,298.9,309.03,1507.6,40.86,190.8,10.099999999999966,1.03380187416332,6.7433821989528795,0.02183030818696303,0.03289454731196527,204.0
77,L47256,L,298.8,308.9,1461,47.9,206,0,0,0,0,0,0,298.8333333333333,308.93333333333334,1480.3333333333333,42.3,204.0,298.88,309.0,1480.4,41.26,202.0,298.9,309.02000000000004,1470.8,43.36,194.2,10.099999999999966,1.03380187416332,7.327947643979057,0.0237227181740986,0.03540071325593747,206.0
78,L47257,L,298.8,308.9,1455,41.3,208,1,1,0,0,0,0,298.8,308.9,1431.6666666666667,45.29999999999999,206.0,298.86,308.96000000000004,1497.6,40.64,204.0,298.88,309.0,1464.0,43.629999999999995,197.3,10.099999999999966,1.03380187416332,6.292303664921465,0.020370034525482243,0.030106716100102703,208.0
79,L47258,L,298.8,308.9,1398,51.5,0,0,0,0,0,0,0,298.8,308.9,1438.0,46.9,138.0,298.82,308.91999999999996,1458.8,43.94,164.0,298.86,308.98,1464.4,44.269999999999996,179.4,10.099999999999966,1.03380187416332,7.538952879581152,0.02440580407763403,7.538952879581152,0.0
80,L47259,L,298.8,308.9,1402,37.9,2,0,0,0,0,0,0,298.8,308.9,1418.3333333333333,43.56666666666666,70.0,298.8,308.9,1419.0,45.059999999999995,124.0,298.86,308.97999999999996,1451.9,44.82,160.7,10.099999999999966,1.03380187416332,5.563958115183246,0.018012166122315463,1.854652705061082,2.0
82,L47261,L,298.9,308.9,1450,47.5,9,0,0,0,0,0,0,298.8333333333333,308.9,1416.6666666666667,45.63333333333333,3.6666666666666665,298.82,308.9,1433.2,45.22,85.0,298.86,308.96999999999997,1455.9,43.0,142.5,10.0,1.033456005352961,7.212041884816754,0.023347497199147797,0.7212041884816754,9.0
83,L47262,L,298.9,308.9,1453,40.8,11,0,0,0,0,0,0,298.8666666666667,308.9,1435.0,42.06666666666666,7.333333333333333,298.84,308.9,1431.6,43.8,46.0,298.86,308.95,1456.0,42.529999999999994,124.0,10.0,1.033456005352961,6.20758115183246,0.02009576287417436,0.5172984293193716,11.0
84,L47263,L,299.0,309.0,1469,40.1,13,0,0,0,0,0,0,298.93333333333334,308.93333333333334,1457.3333333333333,42.79999999999999,11.0,298.88,308.91999999999996,1434.4,43.559999999999995,7.0,298.87,308.94,1466.0,42.1,105.5,10.0,1.0334448160535117,6.168261780104713,0.019962012233348585,0.44059012715033663,13.0
85,L47264,L,298.9,308.9,1422,47.6,15,0,0,0,0,0,0,298.93333333333334,308.93333333333334,1448.0,42.833333333333336,13.0,298.9,308.91999999999996,1439.2,42.78,10.0,298.86,308.91999999999996,1449.0,43.36,87.0,10.0,1.033456005352961,7.087664921465969,0.02294485244890246,0.44297905759162304,15.0
88,L47267,L,299.0,309.0,1544,31.8,25,0,0,0,0,0,0,298.96666666666664,308.96666666666664,1478.3333333333333,39.833333333333336,17.666666666666668,298.93999999999994,308.93999999999994,1467.6,41.56,14.6,298.87,308.91999999999996,1443.3,43.309999999999995,69.3,10.0,1.0334448160535117,5.141277486910996,0.016638438468967624,0.19774144180426906,25.0
91,L47270,L,298.9,308.9,1753,25.8,33,0,0,0,0,0,0,298.93333333333334,308.93333333333334,1573.0,35.06666666666667,24.333333333333332,298.93999999999994,308.93999999999994,1528.2,37.220000000000006,19.4,298.88,308.91999999999996,1480.7,41.22,52.2,10.0,1.033456005352961,4.735853403141362,0.015331348019233934,0.13928980597474594,33.0
92,L47271,L,298.9,308.9,1830,24.9,35,0,0,0,0,0,0,298.93333333333334,308.93333333333334,1709.0,27.5,31.0,298.93999999999994,308.93999999999994,1603.6,34.04,24.2,298.89,308.91999999999996,1517.6,38.92,35.1,10.0,1.033456005352961,4.771413612565445,0.015446466858418407,0.1325392670157068,35.0
94,L47273,L,299.1,309.0,1450,43.0,40,0,0,0,0,0,0,298.96666666666664,308.93333333333334,1677.6666666666667,31.233333333333334,36.0,298.9599999999999,308.93999999999994,1599.8,34.62,29.6,298.91999999999996,308.92999999999995,1517.1,39.09,18.3,9.899999999999977,1.033099297893681,6.528795811518324,0.021128789034039884,0.15923892223215425,40.0
95,L47274,L,299.0,308.9,1622,31.9,42,0,0,0,0,0,0,299.0,308.93333333333334,1634.0,33.26666666666667,39.0,298.98,308.93999999999994,1639.8,31.48,35.0,298.94,308.92999999999995,1539.5,37.13,22.5,9.899999999999977,1.0331103678929765,5.417989528795811,0.01753962294851347,0.12599975648362352,42.0
99,L47278,L,298.9,308.8,1529,32.7,53,0,0,0,0,0,0,299.0,308.90000000000003,1533.6666666666667,35.86666666666667,45.0,298.96,308.9,1636.8,31.660000000000004,40.6,298.95,308.91999999999996,1552.2,36.61,27.6,9.900000000000034,1.0331214452994313,5.235424083769634,0.016954093535523424,0.09695229784758581,53.0
100,L47279,L,298.8,308.8,1523,44.4,55,0,0,0,0,0,0,298.90000000000003,308.8333333333333,1558.0,36.333333333333336,50.0,298.94,308.88,1590.8,35.379999999999995,45.0,298.94,308.90999999999997,1559.5,36.3,32.2,10.0,1.033467202141901,7.08075392670157,0.02292990261237555,0.12644203440538518,55.0
101,L47280,L,298.8,308.9,1852,25.0,57,0,0,0,0,0,0,298.8333333333333,308.8333333333333,1634.6666666666667,34.03333333333333,55.0,298.91999999999996,308.88,1595.2,35.4,49.4,298.93,308.90999999999997,1599.4,34.720000000000006,36.8,10.099999999999966,1.03380187416332,4.848167539267016,0.015694941855833658,0.08358909550460372,57.0
102,L47281,L,298.8,308.8,1991,20.7,59,0,0,0,0,0,0,298.8,308.8333333333333,1788.6666666666667,30.033333333333335,57.0,298.86,308.84000000000003,1703.4,30.940000000000005,53.2,298.90999999999997,308.89,1651.6,32.78,41.4,10.0,1.033467202141901,4.315570680628272,0.013975293654884301,0.0719261780104712,59.0
103,L47282,L,298.8,308.8,1555,40.6,61,0,0,0,0,0,0,298.8,308.8333333333333,1799.3333333333333,28.766666666666666,59.0,298.82000000000005,308.82000000000005,1690.0,32.68,57.0,298.9,308.88,1664.9,32.08,46.0,10.0,1.033467202141901,6.610785340314136,0.021407983615006915,0.10662557000506671,61.0
105,L47284,L,298.8,308.7,1450,43.4,66,0,0,0,0,0,0,298.8,308.76666666666665,1665.3333333333333,34.9,62.0,298.8,308.8,1674.2,34.82,59.6,298.88,308.85,1655.5,33.24,50.1,9.899999999999977,1.033132530120482,6.5895287958115185,0.02134606023910437,0.09835117605688834,66.0
106,L47285,L,298.8,308.7,1591,31.1,68,0,0,0,0,0,0,298.8,308.73333333333335,1532.0,38.36666666666667,65.0,298.8,308.78000000000003,1687.8,32.160000000000004,62.2,298.87,308.83000000000004,1639.3,33.77,53.6,9.899999999999977,1.033132530120482,5.181162303664922,0.01678381050749894,0.07508930874876699,68.0
107,L47286,L,298.8,308.7,1445,48.5,70,0,0,0,0,0,0,298.8,308.7,1495.3333333333333,41.0,68.0,298.8,308.73999999999995,1606.4,36.86,64.8,298.86,308.81,1600.8,36.129999999999995,57.1,9.899999999999977,1.033132530120482,7.3384816753926705,0.02377221145251918,0.10335889683651649,70.0
110,L47289,L,298.9,308.7,1572,34.1,80,0,0,0,0,0,0,298.8333333333333,308.7,1536.0,37.9,72.66666666666667,298.82,308.71999999999997,1522.6,39.54,69.0,298.84000000000003,308.78000000000003,1613.0,35.239999999999995,61.1,9.800000000000011,1.0327868852459017,5.61310994764398,0.018183057815497183,0.06929765367461703,80.0
111,L47290,L,298.8,308.6,1872,22.5,82,0,0,0,0,0,0,298.8333333333333,308.6666666666667,1629.6666666666667,35.03333333333333,77.33333333333333,298.82,308.68,1586.0,35.92,73.2,298.82,308.75,1638.0,34.3,65.1,9.800000000000011,1.0327978580990629,4.4104712041884815,0.014291870395944527,0.0531382072793793,82.0
115,L47294,L,298.8,308.6,1680,29.4,95,0,0,0,0,0,0,298.8333333333333,308.6333333333333,1708.0,28.666666666666668,85.66666666666667,298.82000000000005,308.65999999999997,1632.0,33.12,79.0,298.81000000000006,308.73,1653.1,33.970000000000006,69.3,9.800000000000011,1.0327978580990629,5.171937172774869,0.01675935571216743,0.05387434554973822,95.0
116,L47295,L,298.8,308.6,1431,45.7,97,0,0,0,0,0,0,298.8,308.6,1661.0,32.53333333333333,91.33333333333333,298.82000000000005,308.64,1600.0,36.04,84.8,298.81000000000006,308.71,1643.9,34.1,73.5,9.800000000000011,1.0327978580990629,6.847821989528796,0.022189961080780286,0.06987573458702853,97.0
117,L47296,L,298.9,308.7,1564,34.1,99,0,0,0,0,0,0,298.8333333333333,308.6333333333334,1558.3333333333333,36.4,97.0,298.84,308.64,1623.8,33.160000000000004,90.6,298.82,308.69,1615.1,35.01,77.7,9.800000000000011,1.0327868852459017,5.584544502617801,0.018090523170125692,0.05584544502617801,99.0
